"latitude","longitude","population","total_units","vacant_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","built_1939_or_earlier","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","bedrooms_5_or_more","owners","renters","median_household_income","mean_household_income","latitude.longitude","median_house_value"
38.072543,-122.218534,3842,1593,71,6,2.61,2.46,3.2,4,32.8,57.8,1.6,0.7,0,0,0,0,5.1,23.9,27.9,32.5,10.5,82.8,17.2,98690,109543,-4653.17039111196,309000
38.073943,-122.204434,4223,1570,128,6.4,2.82,2.37,3.4,1.7,11.4,68.4,9.4,2.1,0,2.1,1.5,0,2.9,5.7,53.1,37.8,0.5,89.5,10.5,106541,116800,-4652.80465446326,393300
38.081033,-122.245246,3917,1728,288,4.3,2.29,2.39,10.3,4.7,18.4,32.5,19.3,4.8,1.9,4.3,3.8,1.1,15.8,51.5,20.5,11.1,0,42.2,57.8,42857,60667,-4655.22524701912,237500
38.101608,-122.258045,2798,1614,351,3,1.69,1.85,0,0.8,1.1,9.9,14.4,16.7,8.4,5.6,43.1,20.1,48.3,21.2,9,0,1.5,10.8,89.2,14056,34557,-4658.22810543636,225000
38.101129,-122.249105,2470,1319,232,4,2.17,2.29,0.9,0,2.6,0.8,1.4,6.2,4.1,5,79,3.1,33.5,29.9,22,7.1,4.4,37.2,62.8,47633,54913,-4657.82891973955,357600
38.114561,-122.235818,2938,1227,74,6.2,2.42,2.68,0,1.7,0,0,0.7,1.9,14.3,43.9,37.5,0,1.1,22.7,63.5,9.3,3.4,84.2,15.8,64750,81809,-4658.9645415459,308700
38.109902,-122.250062,3555,1594,215,4.8,2.56,2.39,0.6,0,0.7,1.6,4,13.6,20.7,7.3,51.4,2.8,17.6,53.4,17.3,6.6,2.4,35,65,36039,50128,-4658.93788231392,244100
38.108408,-122.259366,2359,1299,151,4.3,2.85,2.66,0,0,2.7,4.9,4.5,13.4,3.1,20.6,50.8,4.1,32.7,39.3,16.2,6.2,1.5,19.6,80.4,43292,52635,-4659.10980134933,284200
38.115988,-122.262609,3372,1624,391,4.2,2.14,2.36,0.5,0,8.7,6.1,19.2,6.7,8.4,18.7,31.8,4.1,20.6,52.6,17.7,2.5,2.5,41.9,58.1,50168,71406,-4660.16013749269,273100
38.122323,-122.268381,2578,1003,134,5.2,2.51,3.11,4.5,27.2,2.3,27,12.5,3,2.8,10.7,10.1,0.7,3.5,34.6,40.1,20.5,0.6,60.2,39.8,66083,64383,-4661.15471316906,236700
38.128401,-122.255758,2538,1379,175,3.4,2.27,2.01,2.2,27,29.8,8.3,9.4,11.9,3.4,0.4,7.5,2.2,45,37.3,6.9,8.6,0,37.6,62.4,31413,42793,-4661.41656558296,41400
38.149126,-122.260136,4988,1491,51,5.7,4.08,3.8,0,1.1,0,7.7,42.1,27.6,17.7,0.6,3.2,0,0.9,7.3,66.9,20.8,4,70.6,29.4,56021,67101,-4664.11733304114,310900
38.133861,-122.243989,5072,2046,265,4.7,2.73,2.62,0.7,1.4,6.2,26.9,36.7,12.4,10.9,3.3,1.6,5.5,14.1,34.8,32.8,10.6,2.2,47.9,52.1,60426,68888,-4661.63528461153,275200
38.148026,-122.244333,5833,1776,172,5.6,3.82,3.61,0.5,2.3,1.4,35,26.8,27.4,5.2,0.8,0.7,0,2.4,15.2,49.7,32.2,0.6,70.4,29.6,64481,72386,-4663.37999363666,243100
38.147503,-122.228784,5308,1791,311,6.1,3.2,4.15,0.4,0,17,34.8,7.6,17,17.1,3.6,2.4,0,0.9,6.4,52.1,38.7,1.8,81.1,18.9,70707,93237,-4662.72290432635,281100
38.053591,-122.162922,4157,2228,299,5.1,2.52,2.09,3.5,5.2,13.1,18.3,11,6.1,4.9,11.8,26.1,2.3,18.4,28.3,33.4,13.8,3.7,53.1,46.9,69110,95308,-4648.7378691529,454800
38.105138,-122.194965,5180,2107,169,5.7,3.17,2.49,0.5,4.6,8.7,43,35,4.2,1.3,1.2,1.4,0,20.3,23.3,22.5,27.6,6.3,47.2,52.8,62526,75799,-4656.25600423017,390000
38.08911,-122.166591,5536,1848,0,7.2,3.1,2.84,18.5,7.5,24.1,39.6,4.8,1.1,2.7,1,0.8,0,4.2,3.8,31.1,45.7,15.2,93.4,6.6,144706,154736,-4653.21672292401,529500
38.073939,-122.16882,4132,1763,81,5.5,2.43,2.16,0,0,10.8,27.6,57.9,1.9,0.6,0,1.1,2.9,11.5,27.4,26.4,26.9,4.9,65.3,34.7,84554,93664,-4651.44820038198,477900
38.068685,-122.156333,3592,1493,118,5.5,2.41,2.38,0,0,13.9,19.4,60.5,3.6,0.5,1.4,0.7,1.9,9.2,18.1,40.2,26.1,4.5,72.1,27.9,90341,99742,-4650.33096173211,437100
38.060325,-122.161256,3165,1312,57,5.8,2.59,2.81,1,5,4,30.3,29.3,5.3,8.2,12.7,4.3,0.6,2.3,27.1,32.2,34.5,3.4,79.8,20.2,89028,108606,-4649.4971057682,447500
38.232406,-122.149118,8761,2994,128,7,2.8,2.58,17.4,22.7,24.5,7.9,11.9,4.6,9.5,0.6,0.8,0.5,1,6.8,45.1,36,10.6,94.5,5.5,107137,130317,-4670.05467191791,530400
38.177326,-122.143987,9825,2921,147,6.6,3.26,3.16,9.5,29,19.8,32.4,3.5,2.9,0,0,2.9,0,0,3.5,43.4,44.6,8.5,82.9,17.1,106447,118815,-4663.13081063876,371600
38.243971,-122.095169,4711,1614,69,6.8,3.03,2.74,3.5,23.4,12.4,21.7,28.4,3,2.5,4,1.1,0,9,15.9,28.2,30.5,16.4,66.3,33.7,84922,117706,-4669.4041024761,398600
38.266012,-122.064498,3303,1242,124,6.4,2.65,3.74,0,8.5,17.6,31.3,31.2,6.9,2.7,0.6,1.2,0,5.3,7,44.3,38.8,4.6,75.4,24.6,79866,85557,-4670.92154524198,368400
38.286349,-122.080244,3156,1187,40,7.3,2.87,2.21,11.9,7.6,43,26.6,1,1.5,0,0,8.3,0,5.3,10.8,28.3,41.9,13.7,81.8,18.2,119350,145493,-4674.00682778916,569600
38.289186,-122.048838,4557,1562,36,7.6,2.86,2.62,1.7,19.6,51.5,23,1.5,0,0,0,2.6,0,6,6,16.5,42.1,29.4,80.3,19.7,115658,133611,-4673.15065926587,457300
38.277722,-122.036316,4113,1421,143,6.1,3.17,3.01,0,0,2,4.1,52,38.6,1.8,0,1.5,0,2.8,4.9,42.8,47.5,2,75.8,24.2,73438,77693,-4671.27217775215,309800
38.284425,-122.014333,4393,1371,93,6.8,2.97,3.51,0,7.9,15,53.8,20.9,0,1.5,0.9,0,0,2.3,4.1,34.9,54.5,4.2,89,11,94167,97197,-4671.24858066352,415200
38.276741,-122.017315,3427,1102,32,6.1,3.36,3.59,0,4.6,14.7,36.4,12.3,25.2,2.5,1.7,2.5,0,2.7,12.3,53.5,29.6,1.8,77.1,22.9,80833,88664,-4670.42516377041,299100
38.290414,-121.985785,6823,1975,136,6.5,3.33,3.84,26.8,36.1,17.9,10.1,3.7,0,3.1,1.8,0.5,0.5,0.7,7,40.2,35.6,16,80.3,19.7,103728,106140,-4670.88620976499,376800
38.244345,-122.064727,5238,1665,155,5.2,3.13,3.18,0,1.5,2.2,33.6,23.1,18.3,16.7,3.5,1.1,3.7,11.9,22,41.7,19.1,1.6,58.4,41.6,52653,67060,-4668.28553171882,254300
38.255678,-122.041715,2670,962,47,4.4,2.7,3.38,1.1,1.4,0,8.9,18.4,8.5,46.6,7.9,7.2,0,15.1,39.1,34.5,8,3.3,39.3,60.7,39183,44695,-4668.78855160777,193300
38.266342,-122.048834,3674,1200,185,4.8,2.76,3.23,1.3,6.3,4.4,7.1,26.6,39.5,6.4,0.8,7.7,3.3,11,35.7,36.5,13.3,0.3,40.9,59.1,46875,54016,-4670.36242254523,308900
38.266568,-122.039292,5520,1926,117,4.3,3.12,3.13,0.6,5.3,6.5,22.2,26.4,27.6,9.1,1.4,0.9,0,9.8,54.6,23.2,12.5,0,34.5,65.5,48455,56592,-4670.02486598986,198600
38.266321,-122.021751,3807,1341,165,5.2,2.97,2.82,1.8,0.1,6.1,11,31.4,38.2,4.5,3.3,3.6,0,4.8,36.2,44.2,14.2,0.7,40.6,59.4,40222,46627,-4669.32349274807,218500
38.270073,-122.006721,3142,1049,0,6.1,2.83,4.01,2.5,5.8,0,3.9,68.9,18,0.9,0,0,0,5,0.9,45.7,48.5,0,80.1,19.9,62847,76077,-4669.20611916063,248700
38.264149,-122.012216,3263,1131,89,4.7,2.6,3.29,5.9,1.1,10.8,28.6,32.5,9.2,9.2,0,2.7,2.1,0.7,55.8,29.4,12,0,45.5,54.5,56912,62140,-4668.69361284418,234100
38.249387,-122.025273,3846,1291,87,6,2.99,3.53,0.7,5.8,34.5,14.7,38.7,0.8,1.6,1.2,1.9,0,0.8,8.9,65.8,24,0.5,55.8,44.2,64731,79803,-4667.39189075765,244300
38.249567,-122.013752,5155,1859,53,5.6,3.18,2.5,0,0.4,5.1,29.5,58.3,5.3,0,0.5,0.9,0,15.5,18.4,28.9,35.8,1.3,60.4,39.6,53889,63135,-4666.97318204538,252000
38.247902,-121.99761,5962,1990,46,6.1,2.99,3.9,0.7,3.4,3.5,52.1,31.1,6.5,0,2,0.7,0.8,0,8.6,48.2,40.1,2.3,80,20,72037,73987,-4666.15263151422,250200
38.261298,-122.003001,4753,1689,200,5.4,2.57,3.54,5.1,4.6,13.7,18.4,49.6,1.5,2,3.7,1.4,0.7,4.1,20.8,61.7,10.5,2.2,72,28,61063,67954,-4667.9931781553,207100
38.429044,-122.002013,4368,1816,124,6.5,2.64,2.7,7.7,6.2,10.6,25.4,26.9,3.3,2.6,2.3,15,0,2.6,15.1,46.7,27.9,7.7,79.6,20.4,112500,135334,-4688.42072566557,707100
38.40685,-121.93898,4726,1966,128,5.6,2.59,2.38,23.7,10.9,5.8,22.5,13,10.2,5,2.1,6.8,0.7,10.9,23.7,42,15,7.7,71.1,28.9,87217,97405,-4683.292114013,431000
38.34223,-121.95682,3626,1343,150,5.8,3.14,2.39,0,0,1.9,23.8,62,5.4,4.3,0,2.5,0.2,13.3,23.8,16.3,41.2,5.2,51.9,48.1,67097,80652,-4676.0964425086,298500
38.347764,-121.941896,3235,1113,46,6,2.57,3.71,0,1.3,10.7,42.3,42,1.3,1.1,0,1.2,1.3,0.8,1.8,55.2,39,2,87.5,12.5,75388,92098,-4676.19904952054,328700
38.340104,-121.944432,5617,2003,159,6.1,3.05,2.96,0.5,3.6,27.2,42.5,23.3,0.9,0.8,1.1,0,0.4,5.9,6,57.7,29.2,0.8,69.3,30.7,91897,91381,-4675.36220510093,364800
38.36729,-121.947377,4912,2799,132,4.7,1.74,1.54,1.5,19.8,18.9,20.6,16.1,19.2,2.7,0.7,0.5,0,16.4,58.1,17.1,8,0.4,65.2,34.8,50608,58285,-4678.79037809833,270000
38.357391,-121.944807,5625,1947,42,7.1,3.03,3.3,1.8,21.5,39.4,30.2,2.2,0.7,1.8,0,2.3,1.9,0,2.9,36.3,43.7,15.3,82.8,17.2,113242,118591,-4677.48464251854,400100
38.326272,-121.9657,4910,1747,14,6,2.92,2.43,1.4,6.8,21.5,63.5,6.8,0,0,0,0,0.4,1.3,8.9,64.6,22.8,2,76.4,23.6,95331,100081,-4674.4905928704,319900
38.33218,-121.950121,5266,1882,84,5.6,3.41,2.95,9.5,11.6,18.4,21.7,35.9,1.3,0.5,1,0,0,5.7,16.4,45.3,22.1,10.5,65.9,34.1,82955,97501,-4674.61398919378,330600
38.321947,-121.955351,3506,1040,60,7.2,3.52,3.87,13.8,8.8,61,0,12.6,0,1.2,2.6,0,0,0,6.7,30.4,51.4,11.4,94.4,5.6,125313,156631,-4673.5664973884,397100
38.353013,-121.997507,4974,2089,127,5.5,2.37,2.61,0,0.8,3.6,7.2,20,20,32.5,9.3,6.5,0,7.7,29.7,39.5,16,7,60.5,39.5,52500,83790,-4678.97197193859,363900
38.352552,-121.968341,5958,2545,316,4.6,2.75,2.57,2.6,20.8,11,14.3,31.6,16.1,2.8,0,0.7,1.7,10.7,48.3,31.2,5.2,3,35.6,64.4,58683,65040,-4677.79714055623,213500
38.341936,-121.965478,3296,1296,69,5,2.87,2.4,3,3.9,6.3,27.9,39.1,18.1,1.6,0,0,0.8,14.6,24,51.3,9.3,0,48.8,51.2,65347,74765,-4676.39255168541,265400
38.340162,-121.977728,6016,2380,273,5.2,2.58,2.58,1.3,4,8.6,13.5,64.1,5.5,3,0,0,0.7,16.8,26.8,37.6,18.1,0,52.9,47.1,51645,66186,-4676.64585191194,195400
38.339651,-121.991574,4088,1541,149,5.7,2.9,2.61,7.9,12.3,17.3,23.8,32,4.3,0.8,1.6,0,1.6,15,10.1,41.1,31.7,0.5,63.7,36.3,54500,70393,-4677.11437210067,284300
38.367897,-122.008413,4713,1823,52,6.7,2.44,2.93,0.5,1.3,1.3,8.8,67.9,10.7,7.6,0.9,1.1,1,0,4,43.7,43.2,8.1,86.4,13.6,83552,96250,-4681.20622311746,371300
38.362185,-121.998444,4147,1616,46,5.5,2.54,2.51,2,1.7,3.6,6.8,13.4,14.4,47.8,5.1,5.2,0.9,2.5,19.4,67.9,5.9,3.3,63.2,36.8,57329,68363,-4680.12687844014,263000
38.375498,-121.982107,7098,2494,242,6.2,2.84,3.22,1.8,16,24.8,24.9,2.7,19.7,5,3.2,1.8,2.1,4.1,26.2,22.9,36.1,8.5,67.4,32.6,73030,107028,-4681.12410321429,432500
38.376062,-121.975269,3022,1116,20,6.2,2.88,3.27,0,0,16.2,48.9,10.6,13.5,3.7,0,7.1,1.8,0,20.4,50.7,26.3,0.7,58.5,41.5,99643,98287,-4680.93048561068,389300
38.394129,-121.971811,3102,992,0,6.8,2.99,3.53,10.7,22.2,41.2,17.1,6.1,0.7,0,1.9,0,0,0,2.9,46.7,45.4,5,82.5,17.5,125833,131161,-4683.00144589762,469000
38.426986,-121.835647,2743,1071,40,5.3,2.37,3.3,11,8.5,9.1,9.8,16.3,10.1,7.1,4.9,23.2,0,9.6,27.5,47.9,11.1,3.8,54.9,45.1,69075,81174,-4681.77670156994,583300
38.443001,-121.823904,6940,2520,181,5.1,3.01,2.71,15,15.4,7,13.2,8.7,9.1,14.1,5.7,11.7,1,13.1,23.5,38,17.7,6.7,55.1,44.9,59472,73553,-4683.2764632959,297500
38.447745,-121.841516,4959,1710,86,6.6,2.98,3.96,0,14,29.1,13.4,33.7,5.8,3,0,0.8,0,0,0.9,47.1,49.8,2.2,88.1,11.9,86307,101475,-4684.53153758142,359400
38.458553,-121.831756,6611,2289,183,5.6,2.77,3.44,6.3,4.6,37.2,25.6,21.1,1.7,1.2,0.5,1.6,0,7.5,22,45.2,24,1.4,60.7,39.3,65917,76369,-4685.47304520907,386800
38.176373,-121.707801,8423,4210,446,5.1,2.05,2.14,16.2,31.5,11.3,1.5,5,5.2,10.6,4.1,14.5,0,6.6,53.7,29.7,7.9,2.1,75.9,24.1,59836,69815,-4646.36240798577,284400
38.257972,-122.43781,2322,1164,76,5.6,2.43,3,0.7,5.5,6.4,5,19.1,13.6,14.6,12.1,23.1,2.7,11.1,30.9,41.1,11.5,2.7,65.7,34.3,79468,142999,-4684.22230672132,914900
38.300775,-122.462654,5103,2776,436,5.5,2.26,1.89,2.3,6.3,5,20.6,23,14.8,9.9,5,13.1,0,8.8,46.1,34.5,9.7,1,64.1,35.9,67866,100277,-4690.41455675685,582600
38.281924,-122.463631,4505,2319,144,4.6,2.28,1.62,7.8,8.8,16.3,23.4,13.2,15.1,9.3,2.7,3.5,3.4,13.6,42,29.9,10.3,0.6,57.5,42.5,47946,80030,-4688.14341470604,600400
38.287272,-122.455556,3678,1875,162,5.2,2.24,2.08,2.7,6.7,20.2,8.3,18.6,15.6,15.6,3,9.2,0,13,25,49,12,1.1,55,45,85313,101328,-4688.48918048323,801400
38.304427,-122.488572,6158,2492,326,4.9,2.45,2.72,0.6,1.8,7.3,28.7,24,9.4,15.1,4.8,8.2,1.7,7.9,42.3,38.6,8.2,1.2,49.4,50.6,55495,75864,-4691.85456450824,542200
38.317297,-122.486837,5282,1795,140,4.7,2.5,4.07,3.7,2.8,5,27.5,27.7,16.8,6.1,8.5,1.8,0,14.8,44.7,28.9,11.6,0,41.6,58.4,39196,59065,-4693.36451191959,378700
38.37362,-122.534884,5283,2489,618,5,2.12,2.14,1.3,3.7,8.8,16.1,14.9,15.7,12.5,6.6,20.2,3.9,16.8,36.4,35.6,6.4,1,66.7,33.3,80341,110819,-4702.10707536008,718200
38.244265,-122.608181,4307,1572,64,6,2.8,3.58,0.9,0.8,2.1,4.1,61.7,24,4.6,0,1.8,0,1.8,8.9,52.3,32.9,4.1,87.7,12.3,75109,83867,-4689.05976533196,435400
38.25208,-122.61974,7249,2768,135,5.3,3.03,2.4,0.9,4.3,10.2,15.7,19.4,30.6,18.9,0,0,7.7,12.4,10.3,44.9,21.9,2.8,60.4,39.6,57995,73056,-4690.4601040592,418800
38.261083,-122.643639,4465,1924,59,5.5,2.25,2.81,1.3,5.2,21.1,34.4,31.4,2.5,2.6,0.7,0.8,0.6,10.1,24.3,46.4,13.3,5.2,78,22,60826,73577,-4692.47845120104,396600
38.265438,-122.639888,4004,1412,12,6,2.6,3.6,0,0,47.2,43.1,4,0.7,1.8,3.1,0,2.3,0,6,58.7,27.8,5.2,80.2,19.8,100641,104517,-4692.86903059094,488800
38.248932,-122.596456,4325,1809,125,6,2.86,2.59,8.7,10.7,11.4,43,13.3,1.7,3.6,2.1,5.4,3.3,2.3,26.3,36.2,30.4,1.6,65.7,34.3,102727,107380,-4689.18350898499,564600
38.231376,-122.632083,4609,2161,108,4.6,2.4,1.91,4.7,12.9,16.5,9.3,5.6,5.4,5.2,5.8,34.7,3.9,24.2,36.1,27.2,7.7,0.9,41,59,65905,78279,-4688.39327483621,555100
38.21741,-122.630058,4552,1805,112,6.5,2.67,2.49,2.8,3.8,21.7,8.1,21.1,13.3,11.5,5.3,12.3,1,6.5,15.3,36.9,30.9,9.3,76.3,23.7,102802,124953,-4686.60320490978,707700
38.243142,-122.639462,4904,2081,184,4.7,2.58,2.79,4.7,6,7.2,10.8,11.3,10.8,16.2,9,24,6.4,15.5,31.3,29,17.3,0.4,50.8,49.2,65121,78473,-4690.1183600696,417100
38.241858,-122.652295,3350,1485,120,6.1,2.51,2.25,5.4,2,1,14.9,19.1,18.7,7.7,6.6,24.5,0.8,3.8,26.5,42.5,19.7,6.7,76.8,23.2,92321,118675,-4690.45164876411,590100
38.249481,-122.673463,3483,1516,77,5.4,2.64,2.32,0.8,2.4,2.7,13.5,18.6,20.1,10.6,4.9,26.3,1.8,10.9,31.9,40.8,13.2,1.4,60.5,39.5,80733,104351,-4692.1962922227,707400
38.261155,-122.733346,5151,1850,128,5.9,2.48,2.64,1.9,2.4,8.6,9.4,19.8,14.6,14.3,9.8,19,2.3,7,31.5,40.6,15.8,2.9,60.6,39.4,69653,94545,-4695.91957497463,835500
38.324208,-122.704272,6855,3076,324,4.5,2.63,2.07,8.9,10.7,10.4,11.7,29.7,6,8.7,1.7,12.1,0.6,14.7,40.7,36,7.2,0.8,61.7,38.3,55901,75447,-4702.54404261658,209500
38.324491,-122.694753,5130,2157,28,5.1,2.39,2.31,5,10.7,5.6,12.5,49.1,12,2.3,0,2.9,3.4,14.9,19.5,38,21.9,2.3,55.2,44.8,63780,74407,-4702.21395709572,395300
38.32454,-122.707879,3413,1603,28,4.5,2.37,2.12,5.4,1.8,15.7,33.7,22.5,8.6,4,3.1,5.3,0,6.1,48.3,27.2,18.2,0.3,55.3,44.7,56250,91639,-4702.72301705066,377700
38.333769,-122.70015,4587,1645,62,5.1,3.23,2.78,1.2,0,2.4,15.1,23.5,49.4,6,0,2.4,0,19.5,23.7,30.8,25.5,0.5,49.1,50.9,54531,68954,-4703.55920636535,347900
38.341842,-122.706208,5405,2441,132,3.8,2.39,2.15,4.6,0,14,25,27.3,18.1,9.1,1,0.9,2.9,34.2,29.5,24.6,7.2,1.6,28.2,71.8,44375,50144,-4704.78203955514,318800
38.347177,-122.69437,3636,1679,101,4.6,1.9,2.46,1,1.2,4.3,27.6,52.1,8.8,2,2.3,0.6,1.2,5.4,59.5,24.2,7.1,2.6,57.8,42.2,54610,65775,-4704.98272329349,195300
38.366522,-122.69571,5174,1993,254,5.8,2.8,2.41,0,0.9,5.5,49.9,32.9,3.6,3.9,0.4,3,0,4.1,20.2,52,18,5.7,79.7,20.3,77125,93382,-4707.40765702062,447200
38.356178,-122.694153,4796,2185,63,5.1,2.44,2.47,1.3,5.6,5.2,22.4,60,3.1,1,1.4,0,0.5,12.9,39.9,23.2,17.6,5.9,51.8,48.2,55052,66091,-4706.07877202723,441700
38.357177,-122.671385,4865,1912,104,5.4,2.98,2.24,9.8,5.6,4.3,52.7,18.2,4.1,0.4,0,4.8,0,8.8,24.2,47.6,18.3,1.2,70.6,29.4,74224,90105,-4705.32802728014,404500
38.339154,-122.68363,6143,1531,106,4.8,2.76,2.28,0,2.1,10.7,40.8,39.4,4.4,1.8,0,0.7,0,18.3,30.4,35.3,14,2.1,51.6,48.4,62703,69320,-4703.58658384902,362500
38.329189,-122.681516,6382,2449,0,5.4,2.71,2.71,1.8,0.6,39.9,40,9.8,3,2.8,0.7,1.5,1.3,16.1,19.1,48.2,14.6,0.7,58,42,74570,90129,-4702.28301357052,388900
38.423769,-122.700806,7306,2081,141,4.9,3.36,3.39,20.6,29.9,8.3,3.1,5.1,6.9,18.9,4.1,3.1,5.1,12.7,25.4,41.5,14.9,0.4,45.2,54.8,53396,64197,-4714.62742585781,338400
38.420759,-122.667881,6591,3067,144,5.4,2.42,2.18,0.5,4.2,13.3,20.7,34.9,16.1,4.5,3,2.8,0.4,13.1,32.5,36.5,13.9,3.6,55.8,44.2,61604,71275,-4712.99309294168,461300
38.431654,-122.649736,3572,1458,0,7.1,2.48,2,0.6,1.1,15.6,36.6,32.6,8.8,0,0.6,4,0,2.5,6.7,46.5,41.6,2.7,90.1,9.9,120685,161380,-4713.63221714334,678500
38.436433,-122.667757,3563,1379,31,6,2.25,2.71,1.7,0,0.5,9.6,45.8,28.6,10.9,2,0.8,0,0.8,10.7,69.7,18.8,0,85.9,14.1,78472,85841,-4714.91102319078,447200
38.443256,-122.593536,2901,1925,309,5,1.62,1.42,4.2,1.4,10.3,17,41.6,16.7,2.8,2,4.1,2.8,5.8,66.4,23.5,0.9,0.7,73.2,26.8,50985,64560,-4712.89468839322,476800
38.428308,-122.591361,3324,2062,251,5.8,1.78,1.75,0,4.1,8.4,41.9,31.7,9,0,0,4.9,0,1.9,48,45.6,4.5,0,83.7,16.3,62188,90692,-4710.97857864719,603900
38.448716,-122.669635,6978,3091,207,4.6,2.58,2.21,2.5,1.6,7.7,19.7,15.1,21.8,28.6,2.7,0.2,2.4,19.6,30.8,38.1,7.1,1.9,42.8,57.2,62857,77208,-4716.48995793866,445400
38.442953,-122.691027,5219,2150,139,5.1,2.52,1.89,5.4,0.6,0,4,3.8,9.2,44.6,21.1,11.4,0,8.6,43.1,41.5,4.8,2,62.4,37.6,60380,76030,-4716.60538448273,445500
38.435461,-122.707882,3158,1448,122,4.5,2.5,2.26,3.7,5.7,5.5,0,19.9,1.9,13.9,17.9,31.6,3.4,25.7,43.6,22.7,4.7,0,37.6,62.4,51071,51615,-4716.3340130036,368100
38.459275,-122.72324,3004,1083,80,4.4,1.85,2.55,6.8,1.6,1.6,4.7,14.6,20.5,23.5,9,17.7,0,23.5,47.8,25.2,3.5,0,57.5,42.5,41328,55530,-4719.846836051,367300
38.447973,-122.707916,3527,1877,157,5,2.28,1.81,0,5,1,9.6,15,8.7,7.4,14,39.3,3.2,21.5,43.5,25.3,4.7,1.8,39.9,60.1,59187,77946,-4717.87064125427,547600
38.459655,-122.699859,4329,1937,0,5.8,2.29,1.88,0,0,0.3,9.3,14.4,19.4,34.6,17.8,4.1,1.9,8.5,23.5,48.7,16.9,0.5,71.3,28.7,70069,92679,-4718.99424568864,575100
38.47941,-122.702634,10001,4280,158,6.7,2.64,1.8,10.4,21.8,25.7,15.7,12,7.9,5.2,0.7,0.6,2.9,5.1,14.3,34.8,35.6,7.3,75.3,24.7,110815,149983,-4721.52496176594,780900
38.466431,-122.659394,4178,1740,87,5,2.5,2.36,2.6,8.9,14,14.9,28.9,16.8,10.8,2.6,0.5,0,13.2,33.4,36.8,15.3,1.3,41.7,58.3,54570,75886,-4718.26911580281,426100
38.477479,-122.663925,3603,1553,62,5.3,2.43,2.75,0,2.1,7.2,10,50.7,21.3,5.3,1.7,1.7,0,4,37,41.3,17.3,0.4,73.8,26.2,72196,81701,-4719.79859824508,334600
38.485816,-122.649199,8365,3502,376,6.4,2.56,2.1,3,11,10.5,9.9,29.7,20.6,11,0.9,3.4,3.4,3.2,13.4,46.8,28.7,4.6,87.1,12.9,104612,124560,-4720.25450526138,652500
38.515795,-122.758709,5271,2215,234,5.9,2.3,3.02,0.9,6.4,12.5,40.4,20.1,15.5,3.5,0.2,0.6,2.1,4.9,27.2,42.3,22.4,1,82.4,17.6,72560,91609,-4728.14927030865,460000
38.503871,-122.763011,5242,2108,115,5,2.69,2.25,7.6,9.8,14.8,19.5,19.4,14.2,10.6,0.9,3.2,3.9,10.6,27.5,38.1,17.3,2.6,55,45,57739,74080,-4726.85113911558,485600
38.478507,-122.748638,5547,2023,68,5.4,2.58,2.92,2.7,0.4,11.2,45.4,23.2,6.2,0.6,4,6.2,0,10.9,12.4,55.3,20.1,1.2,65.3,34.7,63988,79328,-4723.18432652347,404100
38.463745,-122.735116,6807,2926,291,4,2.54,2.55,4.6,1.9,5.4,30.8,32.2,17.3,2.3,4.7,0.8,7,25.5,48.6,17.4,1.2,0.4,21.3,78.7,38988,50450,-4720.85220436942,233800
38.458921,-122.745612,5114,1592,28,4.9,2.77,3.81,5.6,2.6,4,34.7,27.2,22.9,0.4,1.1,1.4,3.4,7.4,33.2,39.5,15.8,0.7,38.9,61.1,46029,59407,-4720.66379500465,360400
38.461508,-122.759678,5095,1923,57,5.5,2.53,3.02,7.3,7.2,5.3,33.1,30.9,5.8,6.8,1,2.7,0,14.7,18,45.4,20.7,1.1,55.6,44.4,66978,77434,-4721.52233747442,442400
38.469782,-122.758588,4037,1595,127,5,2.61,1.74,0,2,33,53.9,6.2,0,0.4,3.2,1.4,0,5.3,45.6,32.9,16.2,0,65.3,34.7,64803,75861,-4722.49611898782,352600
38.472016,-122.779077,5234,1925,157,5.6,2.59,2.39,9.1,10.8,25,12.2,13.9,6.2,12.3,7,3.5,2.2,8.2,19.8,49.7,17.7,2.3,70,30,73370,81940,-4723.55861480923,550000
38.441232,-122.73428,6827,2059,209,4.8,3.06,3.03,1.7,1.8,15.1,9.7,13.8,10.7,25.4,3.6,17.9,1.7,13.3,34.7,38.2,12.1,0,56.8,43.2,53289,60048,-4718.05693183296,277600
38.434031,-122.73957,5502,2099,123,4.8,2.41,3.19,1,0.8,6.2,27.1,36.3,14.2,3.6,1.2,9.5,1,15.5,35.6,37.5,7.8,2.5,49.1,50.9,46162,53459,-4717.37643830667,255700
38.444993,-122.758894,7286,2881,141,5,2.43,2.83,4.2,8.7,11.7,33.4,31.9,2.2,1.8,3.2,2.9,0,8.6,31.3,49.2,9.2,1.6,67.5,32.5,59091,64956,-4719.46482051774,322500
38.420038,-122.721267,5742,1473,80,4.8,3.54,4.83,2,5.6,2.4,13.7,11.3,25.3,21.1,12.3,6.4,3.5,4.5,36.3,41.5,11.4,2.9,40.6,59.4,53112,58279,-4714.95574154815,334900
